"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"382","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"383","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"384","b","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"386","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"387","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"388","x","s","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"389","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"392","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"393","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"394","x","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","e"
"395","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"397","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"400","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"401","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"402","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"404","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"405","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"408","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"409","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"410","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"412","x","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","e"
"413","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"414","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"415","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"417","x","f","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"419","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"421","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"422","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"423","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"424","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"425","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"426","x","s","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"427","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"428","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"429","x","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"430","f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","e"
"431","x","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"432","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"433","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"436","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"437","x","f","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"440","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"441","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"443","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"444","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"445","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"447","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"448","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"449","b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"451","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"452","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"453","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"454","x","f","y","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"455","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"456","x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"458","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"459","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"462","f","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"463","b","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"465","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","e"
"466","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"469","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"471","x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"472","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"473","f","f","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"474","s","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"475","f","s","y","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"476","f","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"478","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"479","x","s","w","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"481","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"482","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"484","f","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","k","y","e"
"485","f","s","w","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"486","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"487","x","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"488","s","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","y","e"
"489","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"490","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"492","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"493","x","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","p"
"494","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"495","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"496","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"497","f","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"498","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","e"
"499","x","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"500","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"501","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"502","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"503","x","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"505","b","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"506","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","p"
"507","x","s","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"508","f","s","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"509","x","f","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"510","f","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","e"
"512","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"513","x","f","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"514","s","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","e"
"515","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","e"
"516","x","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"517","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"518","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"519","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"523","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"524","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"525","f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","y","e"
"526","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"528","x","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"529","x","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","e"
"531","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"534","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"537","b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"538","s","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","e"
"540","f","s","w","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"541","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"542","f","f","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"543","x","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"544","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"545","f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"548","f","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","n","v","e"
"550","x","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"551","f","f","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","e"
"552","x","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"553","x","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"554","f","s","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"555","x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"556","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"557","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"558","x","f","w","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"559","x","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"560","x","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"561","b","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"562","x","s","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"563","x","s","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"564","x","f","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"565","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"566","x","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","p"
"567","x","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"568","f","s","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"569","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"570","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"572","f","f","y","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"573","x","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"574","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"575","x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"579","x","y","y","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"580","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"582","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"584","x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"585","f","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"586","x","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"587","s","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","k","v","e"
"588","f","f","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","y","e"
"590","x","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"594","x","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","p"
"595","x","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"596","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","p"
"597","b","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"598","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"600","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","p"
"603","f","f","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","e"
"604","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"605","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"606","b","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"608","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"610","f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","e"
"611","f","s","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"613","f","s","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"614","x","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","p"
"615","x","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"618","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"619","b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"620","s","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","e"
"621","f","y","y","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"622","b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"623","x","f","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"624","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"627","f","f","y","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"629","b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"630","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"631","f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"632","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"633","x","f","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"634","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"635","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","e"
"636","b","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"637","f","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"638","x","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"640","x","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
